"","y12b224","y12b225","w12edu","sampid","y12g101","y12a034","y12a065","y12a080","y12b308","y12b156z","y12b161","w12type","y12f310","y12g500","y12b22","y12g7"
"1785",2,160,4,5225,1,NA,NA,NA,1,0,1,5,2,2,40,3600
"1786",2,160,4,5227,2,NA,NA,NA,1,8,1,5,2,1,72,2000
"1787",2,200,4,5229,2,NA,NA,NA,1,0,1,5,1,2,40,2500
"1788",NA,NA,4,5230,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3240
"1789",1,7000,4,5234,1,NA,NA,NA,1,0,1,5,1,2,45,7000
"1790",NA,NA,4,5240,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1791",NA,NA,4,5242,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1792",NA,NA,4,5244,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3000
"1793",2,250,4,5246,1,NA,NA,NA,1,6,1,5,1,2,48,3000
"1794",NA,NA,NA,5254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795",2,200,4,5257,1,NA,NA,NA,1,2,1,5,1,2,40,3000
"1796",2,150,4,5260,1,NA,NA,NA,2,0,1,5,1,2,40,3000
"1797",2,250,4,5261,1,NA,NA,NA,1,0,1,5,1,2,50,2500
"1798",2,250,4,5266,2,NA,NA,NA,1,3,1,5,2,1,40,2500
"1799",2,140,4,5269,1,NA,NA,NA,2,0,1,5,1,2,40,2400
"1800",1,5400,4,5271,2,NA,NA,NA,1,1,1,5,3,2,52,4500
"1801",2,180,4,5274,1,NA,NA,NA,1,3,1,5,1,2,40,2400
"1802",1,3600,4,5275,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1803",2,160,4,5276,1,NA,NA,NA,1,5,1,5,1,2,40,3000
"1804",NA,NA,4,5277,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"1805",2,0,4,5280,2,NA,NA,NA,NA,8,6,5,1,1,40,2500
"1806",2,250,4,5284,1,NA,NA,NA,1,6,1,5,2,2,40,1700
"1807",2,250,4,5288,1,NA,NA,NA,1,0,1,5,2,2,40,1700
"1808",2,300,4,5293,1,NA,NA,NA,1,4,1,5,2,2,55,1700
"1809",NA,NA,4,5295,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1810",2,250,4,5296,1,NA,NA,NA,1,2,1,5,1,2,40,1500
"1811",2,250,4,5303,1,NA,NA,NA,1,5,1,5,1,2,40,3000
"1812",2,160,4,5306,1,NA,NA,NA,1,6,1,5,1,2,40,2000
"1813",2,300,4,5307,2,NA,NA,NA,1,0,1,5,1,2,60,3000
"1814",2,250,4,5308,2,NA,NA,NA,NA,5,5,5,2,1,60,2400
"1815",1,3200,4,5310,1,NA,NA,NA,1,1,1,5,1,2,40,3600
"1816",NA,NA,NA,5311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",2,300,4,5312,2,NA,NA,NA,1,1,1,5,1,1,40,3600
"1818",NA,NA,NA,5318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",2,220,4,5334,1,NA,NA,NA,1,8,1,5,3,2,40,2500
"1820",2,160,4,5342,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1821",1,4500,4,5346,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1822",NA,NA,NA,5364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",1,2500,4,5367,2,NA,NA,NA,1,4,1,5,1,1,40,2000
"1824",1,2500,4,5368,2,NA,NA,NA,1,0,1,5,4,2,40,2200
"1825",2,250,4,5377,1,NA,NA,NA,NA,2,5,5,1,2,24,2000
"1826",2,200,4,5378,1,NA,NA,NA,NA,5,5,5,1,2,60,2000
"1827",NA,NA,4,5379,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1828",1,2600,4,5380,1,NA,NA,NA,1,1,1,5,1,2,40,2000
"1829",2,180,4,5386,1,NA,NA,NA,2,0,1,5,2,2,40,2500
"1830",2,200,4,5391,1,NA,NA,NA,1,3,1,5,2,2,45,2000
"1831",1,3000,4,5392,2,NA,NA,NA,1,0,1,5,2,2,45,2500
"1832",2,300,4,5396,2,NA,NA,NA,1,8,1,5,2,2,40,3000
"1833",2,300,4,5397,1,NA,NA,NA,1,8,1,5,2,2,40,2600
"1834",2,180,4,5403,1,NA,NA,NA,1,6,1,5,2,2,40,2500
"1835",NA,NA,4,5408,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2600
"1836",2,300,4,5410,2,NA,NA,NA,1,0,1,5,1,1,42,3000
"1837",NA,NA,4,5412,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1838",2,280,4,5415,1,NA,NA,NA,1,0,1,5,1,2,40,2300
"1839",2,320,4,5418,1,NA,NA,NA,1,0,1,5,1,2,40,3200
"1840",2,320,4,5419,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1841",2,360,4,5433,1,NA,NA,NA,1,0,1,5,1,2,43,3800
"1842",2,210,4,5434,1,NA,NA,NA,2,6,2,5,2,2,60,2600
"1843",NA,NA,5,5435,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2600
"1844",NA,NA,NA,5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845",NA,NA,4,5437,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1846",NA,NA,4,5438,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2800
"1847",2,170,4,5439,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"1848",2,65,5,5444,2,NA,NA,NA,1,2,1,5,1,1,15,2000
"1849",2,230,4,5445,1,NA,NA,NA,1,1,1,5,1,2,42,2000
"1850",2,350,4,5446,2,NA,NA,NA,1,0,1,5,1,2,43,2000
"1851",1,2500,4,5451,2,NA,NA,NA,1,0,1,5,2,2,40,2000
"1852",1,4800,4,5454,2,NA,NA,NA,1,0,1,5,1,1,42,2500
"1853",1,2600,4,5455,2,NA,NA,NA,1,0,1,5,1,1,41,2000
"1854",1,2300,4,5456,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1855",2,200,5,5464,1,NA,NA,NA,1,2,2,5,1,2,25,2000
"1856",2,280,4,5467,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1857",2,230,4,5469,1,NA,NA,NA,NA,6,5,5,1,2,40,2000
"1858",2,230,4,5471,2,NA,NA,NA,1,2,1,5,2,1,43,2000
"1859",NA,NA,4,5474,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1860",NA,NA,4,5477,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1861",NA,NA,4,5478,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1800
"1862",1,5000,4,5479,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1863",2,220,4,5481,1,NA,NA,NA,1,2,1,5,2,2,43,2000
"1864",1,2400,4,5488,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1865",1,2400,4,5489,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1866",2,200,4,5490,1,NA,NA,NA,1,2,1,5,1,2,40,2500
"1867",1,3500,4,5491,1,NA,NA,NA,1,1,1,5,1,2,40,3000
"1868",NA,NA,NA,5492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",2,300,4,5493,1,NA,NA,NA,1,0,1,5,1,2,40,3600
"1870",2,300,4,5494,1,NA,NA,NA,1,2,1,5,1,2,40,3600
"1871",2,250,4,5496,1,NA,NA,NA,1,8,1,5,1,2,45,2500
"1872",1,3000,4,5497,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"1873",2,250,4,5499,1,NA,NA,NA,1,2,1,5,1,2,50,3000
"1874",2,250,4,5505,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1875",2,300,4,5508,1,NA,NA,NA,1,8,1,5,2,2,40,2500
"1876",2,300,4,5509,1,NA,NA,NA,1,1,1,5,1,2,40,2500
"1877",NA,NA,4,5512,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1878",2,270,4,5516,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"1879",2,230,4,5517,1,NA,NA,NA,1,3,1,5,2,2,40,2500
"1880",2,160,4,5521,1,NA,NA,NA,1,3,1,5,1,2,40,1800
"1881",2,250,4,5525,1,NA,NA,NA,1,2,1,5,5,2,40,2500
"1882",NA,NA,4,5528,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1883",2,230,4,5529,1,NA,NA,NA,1,1,1,5,2,2,40,3000
"1884",NA,NA,4,5530,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2500
"1885",NA,NA,4,5531,2,NA,NA,NA,NA,NA,NA,6,4,1,NA,2000
"1886",NA,NA,4,5532,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,2500
"1887",NA,NA,4,5533,1,6,1,5,NA,NA,NA,4,4,2,NA,NA
"1888",2,300,4,5535,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"1889",2,300,4,5536,2,NA,NA,NA,NA,0,4,5,2,1,44,3000
"1890",2,400,4,5538,1,NA,NA,NA,1,1,1,5,2,2,40,3000
"1891",2,350,4,5539,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"1892",2,350,4,5540,2,NA,NA,NA,1,6,1,5,1,1,40,2800
"1893",2,230,4,5541,1,NA,NA,NA,1,8,1,5,4,2,44,2500
"1894",2,400,4,5542,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1895",NA,NA,4,5550,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2500
"1896",NA,NA,4,5551,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1897",1,3000,4,5552,2,NA,NA,NA,1,6,1,5,1,2,50,2500
"1898",NA,NA,4,5553,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3600
"1899",2,180,4,5557,1,NA,NA,NA,1,0,1,5,5,2,40,3000
"1900",2,230,4,5558,1,NA,NA,NA,1,4,1,5,2,2,40,3000
"1901",2,210,4,5559,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1902",2,260,4,5562,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1903",2,320,4,5563,1,NA,NA,NA,1,8,1,5,1,2,41,2600
"1904",2,180,4,5564,1,NA,NA,NA,1,3,1,5,1,2,40,2000
"1905",NA,NA,4,5565,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1906",2,200,4,5570,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1907",1,4200,4,5573,2,NA,NA,NA,1,0,1,5,1,1,40,3500
"1908",1,3600,4,5578,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1909",2,180,4,5579,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1910",1,3000,4,5583,2,NA,NA,NA,1,0,1,5,1,1,50,3000
"1911",1,3000,4,5585,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1912",NA,NA,4,5586,1,7,2,5,NA,NA,NA,4,1,2,NA,NA
"1913",1,2400,4,5587,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1914",1,2000,4,5594,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1915",1,3600,4,5595,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1916",1,3000,4,5596,2,NA,NA,NA,1,4,1,5,1,2,40,2400
"1917",1,3000,4,5599,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1918",NA,NA,NA,5615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",1,4800,4,5619,2,NA,NA,NA,1,0,1,5,1,1,45,2400
"1920",1,3000,4,5620,1,NA,NA,NA,1,5,1,5,2,2,40,2400
"1921",2,400,4,5622,1,NA,NA,NA,1,0,1,5,2,2,44,4000
"1922",1,2500,4,5623,1,NA,NA,NA,1,6,1,5,3,2,48,2500
"1923",1,2400,4,5624,1,NA,NA,NA,2,2,2,5,2,2,40,3400
"1924",NA,NA,4,5628,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1925",2,250,4,5629,1,NA,NA,NA,NA,6,5,5,2,2,60,2500
"1926",1,2800,4,5630,1,NA,NA,NA,1,8,1,5,1,2,45,2400
"1927",1,4300,4,5636,1,NA,NA,NA,1,2,1,5,1,2,40,4000
"1928",1,4300,4,5637,1,NA,NA,NA,1,2,1,5,1,2,40,4000
"1929",2,350,4,5643,1,NA,NA,NA,1,4,1,5,2,2,48,3000
"1930",NA,NA,4,5648,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1931",2,180,4,5653,1,NA,NA,NA,1,0,1,5,2,2,40,1800
"1932",2,210,4,5654,1,NA,NA,NA,1,2,1,5,2,2,40,2000
"1933",1,6000,4,5656,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1934",2,230,4,5657,1,NA,NA,NA,1,2,1,5,1,2,42,2000
"1935",2,350,4,5658,1,NA,NA,NA,1,2,1,5,2,2,21,2400
"1936",2,380,4,5660,2,NA,NA,NA,1,1,1,5,2,2,40,3000
"1937",NA,NA,4,5663,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1938",2,185,4,5664,1,NA,NA,NA,2,2,1,5,2,2,40,1800
"1939",1,6000,4,5665,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1940",2,350,4,5670,2,NA,NA,NA,NA,5,5,5,2,1,60,4000
"1941",NA,NA,4,5671,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1942",2,200,4,5674,1,NA,NA,NA,NA,8,4,5,1,2,45,3000
"1943",2,250,4,5678,2,NA,NA,NA,1,8,1,5,1,1,48,3000
"1944",2,150,4,5679,2,NA,NA,NA,1,4,1,5,1,1,44,2000
"1945",2,160,4,5680,1,NA,NA,NA,1,1,1,5,2,2,40,2400
"1946",1,4000,4,5682,2,NA,NA,NA,1,8,1,5,4,1,48,3000
"1947",NA,NA,4,5685,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2200
"1948",2,280,4,5686,1,NA,NA,NA,1,3,1,5,1,2,43,4000
"1949",1,3000,4,5687,2,NA,NA,NA,1,0,1,5,4,2,40,3400
"1950",1,3300,4,5690,1,NA,NA,NA,1,0,1,5,1,2,40,3500
"1951",NA,NA,4,5695,1,5,2,5,NA,NA,NA,4,1,2,NA,NA
"1952",2,220,4,5696,1,NA,NA,NA,2,2,2,5,1,2,35,2500
"1953",2,230,4,5697,1,NA,NA,NA,2,2,1,5,2,2,40,3000
"1954",1,3600,4,5699,2,NA,NA,NA,1,2,1,5,2,2,40,3600
"1955",1,4000,5,5700,2,NA,NA,NA,1,0,1,5,5,1,48,4000
"1956",2,220,4,5703,2,NA,NA,NA,1,6,1,5,1,2,55,5000
"1957",2,250,4,5706,1,NA,NA,NA,1,0,1,5,4,2,40,5000
"1958",2,300,5,5710,2,NA,NA,NA,1,2,1,5,1,2,40,4000
"1959",NA,NA,4,5718,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1960",2,250,4,5719,2,NA,NA,NA,1,3,1,5,2,1,44,3000
"1961",2,200,4,5723,2,NA,NA,NA,1,0,1,5,2,1,40,3000
"1962",2,200,4,5724,1,NA,NA,NA,1,1,1,5,2,2,40,3000
"1963",1,2000,4,5725,1,NA,NA,NA,1,0,1,5,2,2,30,2400
"1964",1,2000,4,5726,1,NA,NA,NA,1,0,1,5,2,2,30,3000
"1965",2,200,5,5727,1,NA,NA,NA,1,1,1,5,3,2,40,3000
"1966",2,200,4,5728,1,NA,NA,NA,1,5,1,5,2,2,40,3000
"1967",2,350,5,5732,2,NA,NA,NA,1,2,1,5,1,1,45,5000
"1968",2,200,4,5736,1,NA,NA,NA,1,0,1,5,2,2,45,3000
"1969",2,200,5,5739,1,NA,NA,NA,1,1,1,5,2,2,40,2400
"1970",2,200,4,5740,1,NA,NA,NA,1,0,1,5,2,2,44,2400
"1971",1,4000,4,5741,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1972",NA,NA,4,5743,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1973",2,250,4,5745,1,NA,NA,NA,1,0,1,5,1,2,40,2600
"1974",2,240,4,5749,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"1975",2,250,4,5756,1,NA,NA,NA,2,4,2,5,1,2,50,2500
"1976",2,270,4,5770,2,NA,NA,NA,1,2,1,5,1,2,40,3000
"1977",2,250,4,5775,1,NA,NA,NA,NA,6,5,5,4,2,50,3000
"1978",2,300,4,5777,1,NA,NA,NA,1,2,1,5,2,2,40,3500
"1979",2,300,4,5778,2,NA,NA,NA,NA,6,5,5,1,1,40,2600
"1980",1,3400,4,5783,2,NA,NA,NA,1,0,1,5,3,2,50,5000
"1981",2,350,4,5786,2,NA,NA,NA,1,2,1,5,1,1,45,5000
"1982",2,300,4,5792,2,NA,NA,NA,1,2,1,5,1,1,46,4000
"1983",1,4000,4,5796,4,NA,NA,NA,1,6,1,5,3,2,40,4500
"1984",2,250,4,5807,1,NA,NA,NA,1,0,1,5,1,2,43,2500
"1985",2,230,4,5817,1,NA,NA,NA,1,4,1,5,2,2,40,3000
"1986",1,5300,4,5818,1,NA,NA,NA,1,0,1,5,4,2,50,5000
"1987",2,230,4,5823,2,NA,NA,NA,1,3,1,5,2,2,40,3000
"1988",NA,NA,4,5827,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1989",NA,NA,4,5829,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1990",2,150,4,5832,1,NA,NA,NA,NA,4,5,5,2,2,50,3000
"1991",2,160,4,5833,1,NA,NA,NA,1,4,1,5,2,2,40,2400
"1992",NA,NA,4,5836,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1993",2,200,4,5841,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"1994",NA,NA,4,5845,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1995",2,210,4,5846,1,NA,NA,NA,1,3,1,5,1,2,40,1800
"1996",2,280,4,5848,2,NA,NA,NA,1,3,1,5,1,1,40,1800
"1997",NA,NA,5,5855,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,1800
"1998",2,160,4,5859,1,NA,NA,NA,1,0,1,5,2,2,40,1500
"1999",2,166,4,5862,1,NA,NA,NA,2,0,2,5,1,2,40,2000
"2000",NA,NA,4,5875,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2000
"2001",2,230,4,5876,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"2002",2,250,4,5877,1,NA,NA,NA,1,0,1,5,2,2,45,2500
"2003",2,170,4,5880,4,NA,NA,NA,1,0,1,5,3,1,45,2000
"2004",2,300,4,5881,1,NA,NA,NA,1,2,1,5,1,2,40,4000
"2005",2,270,5,5894,2,NA,NA,NA,1,0,1,5,2,2,40,2500
"2006",1,6000,5,5895,2,NA,NA,NA,1,1,1,5,2,1,42,6000
"2007",2,310,4,5898,2,NA,NA,NA,1,0,1,5,2,1,50,2500
"2008",NA,NA,4,5899,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2400
"2009",2,450,4,5905,2,NA,NA,NA,1,1,1,5,1,1,60,4500
"2010",2,200,4,5906,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"2011",2,170,4,5918,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"2012",1,2100,4,5926,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"2013",NA,NA,4,5927,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2014",1,3700,4,5928,1,NA,NA,NA,1,0,1,5,3,2,50,4500
"2015",NA,NA,5,5929,1,4,1,5,NA,NA,NA,4,2,2,NA,NA
"2016",2,320,4,5931,1,NA,NA,NA,1,3,1,5,1,2,40,2500
"2017",2,140,4,5935,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"2018",NA,NA,4,5938,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,4000
"2019",2,300,4,5940,2,NA,NA,NA,1,2,1,5,1,1,41,4500
"2020",2,230,4,5944,2,NA,NA,NA,1,2,2,5,1,2,30,3000
"2021",NA,NA,4,5945,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"2022",1,4000,4,5946,2,NA,NA,NA,1,1,1,5,1,1,40,4000
"2023",2,280,4,5948,2,NA,NA,NA,1,0,1,5,5,1,40,3000
"2024",2,210,4,5951,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"2025",1,4000,4,5952,1,NA,NA,NA,1,1,1,5,1,2,40,3500
"2026",NA,NA,4,5953,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"2027",1,3300,4,5959,1,NA,NA,NA,1,3,1,5,1,2,40,3500
"2028",1,5000,5,5963,1,NA,NA,NA,2,3,1,5,2,2,40,5000
"2029",4,10,4,5968,1,NA,NA,NA,2,7,3,5,1,2,40,2400
"2030",2,200,4,5969,2,NA,NA,NA,1,0,1,5,1,1,40,2500
"2031",2,400,4,5970,2,NA,NA,NA,NA,2,4,5,2,1,50,5000
"2032",2,210,4,5971,2,NA,NA,NA,1,4,1,5,2,2,40,3000
"2033",NA,NA,4,5974,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,4000
"2034",2,230,4,5978,2,NA,NA,NA,1,6,1,5,4,1,40,3000
"2035",2,310,5,5979,2,NA,NA,NA,1,2,1,5,1,1,40,3000
"2036",2,200,5,5980,2,NA,NA,NA,1,1,1,5,2,1,44,4000
"2037",2,190,4,5981,2,NA,NA,NA,1,1,1,5,2,2,40,3000
"2038",NA,NA,4,5982,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,1800
"2039",NA,NA,4,5987,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2300
"2040",1,4000,4,5990,2,NA,NA,NA,1,2,1,5,2,1,60,3600
"2041",2,300,4,5998,2,NA,NA,NA,1,3,1,5,4,2,44,2500
"2042",1,6000,4,5999,2,NA,NA,NA,1,1,1,5,3,1,40,8000
"2043",1,3500,5,6001,2,NA,NA,NA,1,3,1,5,1,2,40,3000
"2044",NA,NA,5,6002,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"2045",1,9090909,4,6003,1,NA,NA,NA,1,0,1,5,3,2,42,5000
"2046",2,190,4,6005,1,NA,NA,NA,1,0,1,5,2,2,70,2400
"2047",1,2500,4,6014,1,NA,NA,NA,1,6,1,5,2,2,41,2600
"2048",2,210,4,6024,1,NA,NA,NA,1,0,1,5,3,2,41,3600
"2049",1,2500,4,6026,1,NA,NA,NA,1,0,1,5,2,2,55,2500
"2050",NA,NA,4,6027,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,4000
"2051",5,9090908,4,6029,1,NA,NA,NA,2,0,2,5,2,2,40,3000
"2052",1,2500,4,6030,2,NA,NA,NA,1,0,1,5,2,2,40,2000
"2053",NA,NA,4,6032,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2054",NA,NA,4,6042,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3500
"2055",1,2000,4,6043,1,NA,NA,NA,NA,4,5,5,1,2,30,1800
"2056",1,2200,4,6046,1,NA,NA,NA,2,0,1,5,2,2,40,2000
"2057",2,150,4,6048,1,NA,NA,NA,2,99,1,5,2,2,60,2500
"2058",1,2500,4,6055,1,NA,NA,NA,1,0,1,5,1,2,45,2000
"2059",2,320,4,6060,2,NA,NA,NA,1,0,1,5,1,1,40,4000
"2060",NA,NA,5,6062,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2500
"2061",2,180,4,6063,1,NA,NA,NA,1,3,1,5,2,2,40,2400
"2062",1,5800,5,6065,1,NA,NA,NA,1,1,1,5,2,2,40,5000
"2063",2,300,5,6066,1,NA,NA,NA,1,0,1,5,4,2,40,5000
"2064",2,350,4,6069,2,NA,NA,NA,1,0,1,5,2,1,48,2500
"2065",1,3800,4,6070,2,NA,NA,NA,1,99,1,5,4,2,45,4000
"2066",2,230,4,6072,1,NA,NA,NA,1,2,1,5,1,2,40,2000
"2067",1,4600,4,6078,1,NA,NA,NA,1,0,1,5,2,2,40,5000
"2068",2,150,4,6080,1,NA,NA,NA,NA,2,5,5,3,2,20,3000
"2069",1,3500,4,6081,2,NA,NA,NA,1,0,1,5,2,2,45,3500
"2070",1,2100,4,6083,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"2071",1,3400,4,6087,2,NA,NA,NA,1,2,1,5,1,1,40,4000
"2072",2,350,4,6093,2,NA,NA,NA,1,0,1,5,1,1,44,3000
"2073",1,5000,4,6096,2,NA,NA,NA,1,0,1,5,4,1,40,4000
"2074",NA,NA,NA,6098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",2,200,4,6099,4,NA,NA,NA,1,0,1,5,2,2,45,2200
"2076",2,350,4,6101,2,NA,NA,NA,1,2,1,5,1,1,40,4000
"2077",NA,NA,4,6103,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2078",1,4400,4,6104,2,NA,NA,NA,1,2,1,5,1,1,45,4400
"2079",1,3800,4,6106,2,NA,NA,NA,1,4,1,5,1,1,44,4000
"2080",2,120,4,6114,1,NA,NA,NA,NA,6,5,5,1,2,40,4500
"2081",2,500,4,6118,2,NA,NA,NA,1,0,1,5,1,1,40,3000
"2082",2,270,4,6121,2,NA,NA,NA,1,3,1,5,4,1,55,3000
"2083",NA,NA,4,6123,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"2084",2,180,4,6130,1,NA,NA,NA,1,4,1,5,2,2,40,2400
"2085",NA,NA,4,6131,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,1800
"2086",NA,NA,4,6132,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2400
"2087",2,250,4,6133,2,NA,NA,NA,1,0,1,5,2,1,40,3000
"2088",2,300,4,6136,2,NA,NA,NA,1,0,1,5,2,1,40,5000
"2089",2,300,4,6141,1,NA,NA,NA,1,2,1,5,1,2,45,5000
"2090",1,3300,4,6142,1,NA,NA,NA,1,2,1,5,1,2,40,3300
"2091",1,6500,4,6143,2,NA,NA,NA,1,6,1,5,2,2,40,6000
"2092",1,6200,4,6144,1,NA,NA,NA,1,0,1,5,1,2,46,6500
"2093",NA,NA,4,6145,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"2094",2,250,4,6148,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"2095",NA,NA,4,6150,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2096",1,2600,4,6151,1,NA,NA,NA,1,4,1,5,1,2,40,3000
"2097",2,400,4,6154,2,NA,NA,NA,NA,6,4,5,2,1,60,3600
"2098",1,4300,4,6155,2,NA,NA,NA,1,1,1,5,1,2,45,5000
"2099",1,3500,4,6156,1,NA,NA,NA,1,0,1,5,2,2,50,2500
"2100",NA,NA,5,6158,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,4000
"2101",2,200,4,6159,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"2102",2,200,4,6161,2,NA,NA,NA,1,1,1,5,1,1,40,2400
"2103",1,7000,4,6165,2,NA,NA,NA,1,0,1,5,1,1,45,5000
"2104",2,200,4,6166,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"2105",1,4000,4,6168,2,NA,NA,NA,2,2,1,5,5,1,40,3000
"2106",NA,NA,4,6173,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"2107",NA,NA,4,6176,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,1800
"2108",1,4500,4,6178,1,NA,NA,NA,1,1,1,5,2,2,40,4000
"2109",NA,NA,NA,6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
